,device,dnn_applied,plus_file,minus_file,plus_ref_file,minus_ref_file,scene,plus_ref_bypass,minus_ref_bypass,plus_ref_ku,minus_ref_ku
12,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_party_0deg.wav,,,party_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_0deg.wav
13,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_party_30deg.wav,,,party_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_30deg.wav
14,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_restaurant_0deg.wav,,,restaurant_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_0deg.wav
15,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_restaurant_30deg.wav,,,restaurant_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_30deg.wav
16,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_meeting_0deg.wav,,,meeting_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_0deg.wav
17,003_gn3_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/003_gn3_h_enabled_ku100/003_gn3_h_enabled_ku100_minus_meeting_30deg.wav,,,meeting_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/002_gn3_h_bypass_ku100/002_gn3_h_bypass_ku100_minus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_30deg.wav
24,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_party_0deg.wav,,,party_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_0deg.wav
25,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_party_30deg.wav,,,party_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_30deg.wav
26,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_restaurant_0deg.wav,,,restaurant_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_0deg.wav
27,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_restaurant_30deg.wav,,,restaurant_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_30deg.wav
28,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_meeting_0deg.wav,,,meeting_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_0deg.wav
29,005_gn3_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/005_gn3_m_enabled_ku100/005_gn3_m_enabled_ku100_minus_meeting_30deg.wav,,,meeting_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/004_gn3_m_bypass_ku100/004_gn3_m_bypass_ku100_minus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_30deg.wav
36,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_party_0deg.wav,,,party_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_0deg.wav
37,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_party_30deg.wav,,,party_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_30deg.wav
38,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_restaurant_0deg.wav,,,restaurant_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_0deg.wav
39,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_restaurant_30deg.wav,,,restaurant_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_30deg.wav
40,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_meeting_0deg.wav,,,meeting_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_0deg.wav
41,007_gn3_l_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/007_gn3_l_enabled_ku100/007_gn3_l_enabled_ku100_minus_meeting_30deg.wav,,,meeting_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/006_gn3_l_bypass_ku100/006_gn3_l_bypass_ku100_minus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_30deg.wav
48,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_party_0deg.wav,,,party_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_0deg.wav
49,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_party_30deg.wav,,,party_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_30deg.wav
50,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_restaurant_0deg.wav,,,restaurant_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_0deg.wav
51,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_restaurant_30deg.wav,,,restaurant_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_30deg.wav
52,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_meeting_0deg.wav,,,meeting_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_0deg.wav
53,009_gn5_h_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/009_gn5_h_enabled_ku100/009_gn5_h_enabled_ku100_minus_meeting_30deg.wav,,,meeting_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/008_gn5_h_bypass_ku100/008_gn5_h_bypass_ku100_minus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_30deg.wav
60,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_party_0deg.wav,,,party_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_0deg.wav
61,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_party_30deg.wav,,,party_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_party_30deg.wav
62,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_restaurant_0deg.wav,,,restaurant_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_0deg.wav
63,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_restaurant_30deg.wav,,,restaurant_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_restaurant_30deg.wav
64,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_meeting_0deg.wav,,,meeting_0deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_0deg.wav
65,011_gn5_m_enabled_ku100,0.3,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/011_gn5_m_enabled_ku100/011_gn5_m_enabled_ku100_minus_meeting_30deg.wav,,,meeting_30deg,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/010_gn5_m_bypass_ku100/010_gn5_m_bypass_ku100_minus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/recordings/ku_recordings/001_ku100/001_ku100_minus_meeting_30deg.wav
