,device,dnn_applied,plus_file,minus_file,scene,snr_left,snr_right,snr,mbstoi,hasqi_left,haspi_left,sisdr
504,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_party_0deg.wav,party_0deg,8.799317479133606,10.696123838424683,9.860995411872864,0.7332592086034673,0.9436713475413275,0.9999803519405801,-9.84738540649414
505,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_party_30deg.wav,party_30deg,10.229911804199219,14.31623101234436,13.08722972869873,0.7446444159446935,0.9529700161106557,0.9999838239379787,-13.074589729309082
506,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_restaurant_0deg.wav,restaurant_0deg,8.708283305168152,9.347835183143616,9.091514348983765,0.7477180891121914,0.9552249876378802,0.9999804477180071,-9.091673851013184
507,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_restaurant_30deg.wav,restaurant_30deg,9.606729745864868,12.796941995620728,11.941769123077393,0.772108289778153,0.9760066910848267,0.9999845205979871,-11.940831184387207
508,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_meeting_0deg.wav,meeting_0deg,5.893604755401611,6.560757756233215,6.2704819440841675,0.732525134484539,0.9346257169025498,0.999978590582347,-6.255840301513672
509,024_ph4_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/024_ph4_s_bypass_ku100/024_ph4_s_bypass_ku100_minus_meeting_30deg.wav,meeting_30deg,8.42742919921875,11.000163555145264,10.30569314956665,0.7738643418875734,0.9833757671092447,0.9999819026215583,-10.31266975402832
516,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_party_0deg.wav,party_0deg,10.860439538955688,11.936744451522827,11.419025659561157,0.730672841386079,0.9559337657631859,0.999977775616517,-11.403390884399414
517,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_party_30deg.wav,party_30deg,11.344749927520752,14.540989398956299,13.399133682250977,0.73937127329081,0.9582971318236816,0.9999779796769385,-13.390790939331055
518,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_restaurant_0deg.wav,restaurant_0deg,10.164463520050049,10.91201901435852,10.555530786514282,0.7280302281531467,0.9679420426835457,0.999979069126644,-10.54466438293457
519,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_restaurant_30deg.wav,restaurant_30deg,9.988394975662231,13.099688291549683,12.04500436782837,0.7663235155944909,0.9755264393068876,0.9999811846669916,-12.046773910522461
520,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_meeting_0deg.wav,meeting_0deg,6.715219020843506,7.210108637809753,6.975282430648804,0.7252523480448518,0.9414410102512858,0.9999805188323023,-6.947950839996338
521,026_si3_p_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/026_si3_p_bypass_ku100/026_si3_p_bypass_ku100_minus_meeting_30deg.wav,meeting_30deg,8.786742687225342,11.568993330001831,10.57344913482666,0.7560576728754109,0.9738883120044173,0.9999789422017616,-10.594812393188477
528,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_party_0deg.wav,party_0deg,10.264585018157959,11.29729151725769,10.792592763900757,0.7269503291248124,0.9409198072965105,0.999976213739749,-10.77181339263916
529,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_party_30deg.wav,party_30deg,11.394345760345459,14.675333499908447,13.583269119262695,0.7377042668360037,0.9520490935427621,0.9999801403080507,-13.580604553222656
530,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_restaurant_0deg.wav,restaurant_0deg,10.01668095588684,10.229241847991943,10.131062269210815,0.7411741335521249,0.962148356972247,0.9999793311069299,-10.123133659362793
531,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_restaurant_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_restaurant_30deg.wav,restaurant_30deg,10.197030305862427,13.087911605834961,12.19545602798462,0.7700654371384009,0.9858028670229988,0.9999828085455004,-12.195001602172852
532,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_meeting_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_meeting_0deg.wav,meeting_0deg,6.6966986656188965,7.00814425945282,6.8556952476501465,0.7184914309632451,0.9356299420307611,0.9999787905973583,-6.845751762390137
533,028_si3_m_bypassed_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_plus_meeting_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/028_si3_m_bypassed_ku100/028_si3_m_bypassed_ku100_minus_meeting_30deg.wav,meeting_30deg,8.913224935531616,11.606993675231934,10.741548538208008,0.7731157837423884,0.973106384387006,0.9999793692348368,-10.756073951721191
540,030_si3_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_plus_party_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_minus_party_0deg.wav,party_0deg,11.214812994003296,12.377864122390747,11.861401796340942,0.7395202939987244,0.9454986691498789,0.9999776336017624,-11.85024356842041
541,030_si3_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_plus_party_30deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_minus_party_30deg.wav,party_30deg,11.92585825920105,14.645997285842896,13.712378740310669,0.7515876894439638,0.9578231822720159,0.9999722889446615,-13.702483177185059
542,030_si3_s_bypass_ku100,2,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_plus_restaurant_0deg.wav,/home/ubuntu/Data/ha_listening_situations/processed_m3_alldata_mild/ku_processed/030_si3_s_bypass_ku100/030_si3_s_bypass_ku100_minus_restaurant_0deg.wav,restaurant_0deg,10.496947765350342,11.320635080337524,10.963013172149658,0.7459964628836631,0.9620352237132769,0.9999769964668742,-10.971942901611328
